,area_type,availability,location,size,total_sqft,bath,balcony,price,price_per_sqft,price_per_sqft_x_1000
7144,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1140.0,2.0,1.0,39.0,0.034210526315789476,34.21052631578947
7145,Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,1717.0,3.0,3.0,120.0,0.06988934187536401,69.88934187536401
7147,Built-up  Area,Ready To Move,Hoodi,3 BHK,1370.0,3.0,2.0,67.0,0.04890510948905109,48.90510948905109
7150,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1200.0,2.0,1.0,52.0,0.043333333333333335,43.333333333333336
7151,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1200.0,2.0,1.0,53.5,0.044583333333333336,44.583333333333336
7155,Super built-up  Area,Ready To Move,Whitefield,4 BHK,5924.0,4.0,3.0,625.0,0.10550303848750844,105.50303848750845
7156,Super built-up  Area,Ready To Move,Veersandra,2 BHK,1250.0,2.0,1.0,50.0,0.04,40.0
7157,Built-up  Area,Ready To Move,Munivenkatppa Layout,2 BHK,1475.0,2.0,2.0,171.0,0.11593220338983051,115.93220338983052
7158,Super built-up  Area,Ready To Move,Bommanahalli,4 BHK,2100.0,4.0,2.0,85.0,0.04047619047619048,40.47619047619048
7164,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1067.0,2.0,2.0,52.0,0.04873477038425492,48.73477038425492
7165,Super built-up  Area,Ready To Move,Sarjapur,3 BHK,1364.0,2.0,2.0,56.0,0.04105571847507331,41.05571847507331
7170,Super built-up  Area,Ready To Move,Sathya Layout,3 BHK,1504.0,2.0,2.0,102.0,0.0678191489361702,67.81914893617021
7172,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,2365.0,4.0,2.0,175.0,0.07399577167019028,73.99577167019028
7177,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1333.0,2.0,1.0,100.0,0.07501875468867217,75.01875468867217
7180,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1698.0,3.0,2.0,107.0,0.06301531213191991,63.01531213191991
7182,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1060.0,2.0,1.0,48.0,0.045283018867924525,45.283018867924525
7187,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1310.0,2.0,1.0,66.0,0.050381679389312976,50.38167938931298
7191,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1693.0,3.0,1.0,125.0,0.07383343177790903,73.83343177790903
7192,Super built-up  Area,Ready To Move,Jigani,3 BHK,1230.0,3.0,3.0,60.0,0.04878048780487805,48.78048780487805
7197,Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,1066.0,2.0,2.0,52.5,0.04924953095684803,49.249530956848034
7205,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1000.0,2.0,1.0,70.65,0.07065,70.65
7206,Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,907.0,2.0,2.0,38.0,0.04189636163175303,41.89636163175303
7208,Super built-up  Area,Ready To Move,Varthur,3 BHK,1395.0,2.0,3.0,79.0,0.056630824372759854,56.630824372759854
7209,Super built-up  Area,Ready To Move,Kumbena Agrahara,2 BHK,1180.0,2.0,2.0,50.0,0.0423728813559322,42.3728813559322
7213,Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,1490.0,2.0,1.0,92.0,0.06174496644295302,61.74496644295302
7214,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1144.0,2.0,2.0,67.0,0.05856643356643357,58.56643356643357
7216,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1143.0,2.0,1.0,53.0,0.04636920384951881,46.369203849518804
7217,Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,2500.0,3.0,2.0,190.0,0.076,76.0
7220,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,1352.0,3.0,1.0,93.0,0.06878698224852071,68.78698224852072
7222,Built-up  Area,Ready To Move,Bellandur,3 BHK,1785.0,3.0,2.0,120.0,0.06722689075630252,67.22689075630252
7226,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1060.0,2.0,1.0,35.0,0.0330188679245283,33.0188679245283
7228,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,1523.0,2.0,2.0,56.0,0.036769533814839134,36.769533814839136
7230,Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,1640.0,3.0,3.0,84.0,0.05121951219512195,51.21951219512195
7231,Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,450.0,1.0,0.0,16.0,0.035555555555555556,35.55555555555556
7232,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1305.0,2.0,2.0,60.0,0.04597701149425287,45.97701149425287
7234,Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1240.0,2.0,3.0,45.0,0.036290322580645164,36.29032258064517
7237,Super built-up  Area,Ready To Move,Koramangala,2 BHK,1180.0,2.0,1.0,128.0,0.10847457627118644,108.47457627118644
7239,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,1.0,33.0,0.03905325443786982,39.05325443786982
7241,Super built-up  Area,Ready To Move,Channasandra,3 BHK,1310.0,2.0,2.0,45.0,0.03435114503816794,34.35114503816794
7245,Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,37.0,0.04190260475651189,41.90260475651189
7249,Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,1280.0,2.0,2.0,69.0,0.05390625,53.90625
7251,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1614.0,3.0,2.0,95.0,0.05885997521685254,58.85997521685254
7257,Super built-up  Area,Ready To Move,Akshaya Vana,2 BHK,1141.0,2.0,1.0,55.0,0.04820333041191937,48.20333041191937
7258,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1200.0,2.0,2.0,51.0,0.0425,42.5
7260,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,855.0,2.0,1.0,32.0,0.03742690058479532,37.42690058479532
7262,Super built-up  Area,Ready To Move,Chandapura,2 BHK,922.0,2.0,1.0,36.0,0.039045553145336226,39.04555314533623
7264,Super built-up  Area,Ready To Move,Nagadevanahalli,3 BHK,1240.0,2.0,2.0,65.0,0.05241935483870968,52.41935483870968
7266,Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,2.0,75.0,0.058004640371229696,58.0046403712297
7268,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1599.0,3.0,2.0,80.0,0.050031269543464665,50.03126954346467
7269,Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,967.0,2.0,2.0,41.1,0.04250258531540848,42.50258531540848
7270,Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,1885.0,3.0,3.0,90.0,0.04774535809018567,47.745358090185675
7273,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1050.0,2.0,1.0,63.5,0.060476190476190475,60.476190476190474
7274,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1595.0,3.0,2.0,88.0,0.05517241379310345,55.172413793103445
7275,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1350.0,2.0,2.0,102.0,0.07555555555555556,75.55555555555556
7276,Built-up  Area,Ready To Move,Hebbal,2 BHK,1204.0,2.0,2.0,45.0,0.03737541528239203,37.37541528239203
7278,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1035.0,2.0,2.0,49.0,0.04734299516908213,47.34299516908213
7280,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1457.0,3.0,3.0,85.0,0.05833905284831846,58.33905284831846
7290,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1100.0,2.0,3.0,38.0,0.034545454545454546,34.54545454545455
7293,Built-up  Area,Ready To Move,Kengeri,2 BHK,1230.0,2.0,2.0,45.0,0.036585365853658534,36.58536585365854
7301,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1350.0,2.0,2.0,68.0,0.05037037037037037,50.370370370370374
7304,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1560.0,3.0,1.0,90.0,0.057692307692307696,57.69230769230769
7307,Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,1250.0,2.0,2.0,60.0,0.048,48.0
7309,Built-up  Area,Ready To Move,Hennur Road,2 BHK,1015.0,2.0,2.0,50.0,0.04926108374384237,49.26108374384237
7310,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1351.0,2.0,2.0,78.0,0.05773501110288675,57.73501110288675
7311,Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,960.0,2.0,2.0,50.0,0.052083333333333336,52.083333333333336
7313,Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,1680.0,3.0,2.0,72.0,0.04285714285714286,42.857142857142854
7314,Plot  Area,Ready To Move,Arekere,3 Bedroom,2400.0,3.0,1.0,180.0,0.075,75.0
7317,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1254.0,2.0,2.0,47.0,0.037480063795853266,37.48006379585327
7318,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1255.0,3.0,2.0,115.0,0.09163346613545817,91.63346613545816
7319,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1051.0,2.0,3.0,61.0,0.058039961941008564,58.03996194100856
7321,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1099.0,2.0,2.0,65.0,0.059144676979071886,59.14467697907189
7322,Super built-up  Area,Ready To Move,Hebbal,3 BHK,2650.0,4.0,3.0,199.0,0.0750943396226415,75.0943396226415
7324,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1541.0,2.0,2.0,130.0,0.08436080467229072,84.36080467229073
7326,Built-up  Area,Ready To Move,Whitefield,2 BHK,1125.0,2.0,2.0,45.0,0.04,40.0
7327,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,1650.0,3.0,2.0,85.0,0.051515151515151514,51.515151515151516
7328,Super built-up  Area,Ready To Move,Ashwini layout,1 BHK,834.0,1.0,1.0,62.0,0.07434052757793765,74.34052757793765
7329,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,1320.0,3.0,2.0,60.0,0.045454545454545456,45.45454545454545
7333,Plot  Area,Ready To Move,Whitefield,4 Bedroom,4400.0,5.0,2.0,500.0,0.11363636363636363,113.63636363636363
7336,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1180.0,2.0,2.0,70.0,0.059322033898305086,59.32203389830509
7337,Super built-up  Area,Ready To Move,Kadugodi,2 BHK,1010.0,2.0,1.0,50.0,0.04950495049504951,49.504950495049506
7342,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,1920.0,3.0,2.0,130.0,0.06770833333333333,67.70833333333333
7344,Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1040.0,2.0,2.0,45.0,0.04326923076923077,43.26923076923077
7345,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1430.0,2.0,2.0,90.0,0.06293706293706294,62.93706293706294
7347,Super built-up  Area,Ready To Move,Domlur,1 BHK,650.0,1.0,1.0,70.0,0.1076923076923077,107.6923076923077
7348,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1564.0,3.0,1.0,105.0,0.06713554987212277,67.13554987212277
7352,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,1.0,48.79,0.04325354609929078,43.25354609929078
7353,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200.0,2.0,2.0,44.4,0.037,37.0
7357,Built-up  Area,Ready To Move,Yelahanka,3 BHK,1650.0,3.0,3.0,105.0,0.06363636363636363,63.63636363636363
7359,Built-up  Area,Ready To Move,Yelahanka,2 BHK,1200.0,2.0,2.0,55.0,0.04583333333333333,45.83333333333333
7361,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,985.0,2.0,2.0,42.0,0.04263959390862944,42.639593908629436
7363,Super built-up  Area,Ready To Move,Hebbal,3 BHK,3450.0,5.0,0.0,348.0,0.10086956521739131,100.86956521739131
7365,Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,900.0,2.0,3.0,35.0,0.03888888888888889,38.88888888888889
7369,Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,3800.0,3.0,3.0,325.0,0.08552631578947369,85.52631578947368
7371,Plot  Area,Ready To Move,Brookefield,5 Bedroom,1950.0,6.0,3.0,175.0,0.08974358974358974,89.74358974358974
7372,Super built-up  Area,Ready To Move,Kudlu,3 BHK,1570.0,2.0,2.0,65.94,0.041999999999999996,41.99999999999999
7374,Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,875.0,2.0,2.0,40.0,0.045714285714285714,45.714285714285715
7380,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,990.0,2.0,2.0,37.62,0.038,38.0
7381,Super built-up  Area,Ready To Move,Panathur,2 BHK,1199.0,2.0,1.0,85.0,0.07089241034195162,70.89241034195162
7384,Built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,1190.0,2.0,1.0,55.0,0.046218487394957986,46.21848739495798
7387,Built-up  Area,Ready To Move,Harlur,2 BHK,1133.0,2.0,1.0,55.0,0.04854368932038835,48.543689320388346
7388,Built-up  Area,Ready To Move,Somasundara Palya,4 BHK,2400.0,3.0,3.0,140.0,0.058333333333333334,58.333333333333336
7391,Super built-up  Area,Ready To Move,Begur Road,3 BHK,1565.0,2.0,2.0,49.3,0.03150159744408945,31.50159744408945
7393,Built-up  Area,Ready To Move,Munnekollal,2 BHK,1080.0,2.0,2.0,45.0,0.041666666666666664,41.666666666666664
7395,Plot  Area,Ready To Move,Himagiri Meadows,3 Bedroom,1240.0,4.0,1.0,180.0,0.14516129032258066,145.16129032258067
7396,Built-up  Area,Ready To Move,HRBR Layout,3 BHK,1335.0,2.0,1.0,87.0,0.0651685393258427,65.1685393258427
7401,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1140.0,2.0,2.0,46.0,0.04035087719298246,40.35087719298246
7405,Super built-up  Area,Ready To Move,Electronic City,1 BHK,435.0,1.0,1.0,22.0,0.05057471264367816,50.57471264367816
7406,Super built-up  Area,Ready To Move,Magadi Road,2 BHK,1116.0,2.0,1.0,51.89,0.04649641577060932,46.49641577060932
7407,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,1480.0,3.0,2.0,95.0,0.06418918918918919,64.18918918918918
7408,Built-up  Area,Ready To Move,Hormavu,2 BHK,1000.0,2.0,2.0,50.0,0.05,50.0
7409,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1145.0,2.0,2.0,46.0,0.04017467248908297,40.17467248908297
7410,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,800.0,1.0,1.0,32.0,0.04,40.0
7413,Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,1475.0,2.0,1.0,70.0,0.04745762711864407,47.45762711864407
7414,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,1265.0,2.0,2.0,55.0,0.043478260869565216,43.47826086956522
7416,Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,2180.0,3.0,2.0,210.0,0.0963302752293578,96.33027522935781
7417,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1080.0,2.0,3.0,50.0,0.046296296296296294,46.29629629629629
7418,Super built-up  Area,Ready To Move,Whitefield,3 BHK,2023.0,4.0,2.0,130.0,0.06426099851705389,64.26099851705389
7420,Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,1545.0,2.0,2.0,66.0,0.04271844660194175,42.71844660194175
7421,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1804.0,3.0,2.0,166.0,0.09201773835920177,92.01773835920177
7425,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1730.0,3.0,2.0,115.0,0.06647398843930635,66.47398843930635
7426,Super built-up  Area,Ready To Move,RWF West Colony,3 BHK,1427.0,2.0,3.0,70.0,0.04905395935529082,49.05395935529082
7427,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,935.0,2.0,1.0,35.53,0.038,38.0
7428,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,1073.0,2.0,2.0,31.77,0.02960857409133271,29.60857409133271
7429,Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,960.0,2.0,3.0,37.0,0.03854166666666667,38.54166666666667
7430,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215.0,4.0,2.0,150.0,0.06772009029345373,67.72009029345374
7434,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1080.0,2.0,2.0,75.0,0.06944444444444445,69.44444444444444
7437,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1590.0,3.0,2.0,58.0,0.03647798742138365,36.477987421383645
7438,Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,1350.0,3.0,2.0,68.0,0.05037037037037037,50.370370370370374
7440,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1560.0,2.0,3.0,72.0,0.046153846153846156,46.15384615384615
7441,Built-up  Area,Ready To Move,Mallasandra,4 BHK,1810.0,3.0,2.0,57.0,0.03149171270718232,31.491712707182316
7442,Super built-up  Area,Ready To Move,Kanaka Nagar,3 BHK,2274.24,4.0,1.0,160.0,0.07035317292809906,70.35317292809906
7444,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650.0,3.0,3.0,220.0,0.13333333333333333,133.33333333333334
7445,Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,1455.0,2.0,2.0,55.0,0.037800687285223365,37.80068728522337
7446,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2280.0,4.0,2.0,184.0,0.08070175438596491,80.70175438596492
7449,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,1351.0,2.0,2.0,74.0,0.05477424130273871,54.77424130273871
7452,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,3589.0,5.0,0.0,400.0,0.11145165784341042,111.45165784341042
7457,Built-up  Area,Ready To Move,Jalahalli,3 BHK,1770.0,3.0,3.0,100.0,0.05649717514124294,56.497175141242934
7465,Built-up  Area,Ready To Move,Kempapura,3 BHK,1570.0,3.0,2.0,80.0,0.050955414012738856,50.955414012738856
7466,Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,1495.0,2.0,2.0,65.0,0.043478260869565216,43.47826086956522
7467,Super built-up  Area,Ready To Move,Hoodi,3 BHK,1530.0,2.0,2.0,67.0,0.04379084967320261,43.79084967320261
7469,Super built-up  Area,Ready To Move,Gunjur,3 BHK,1800.0,3.0,1.0,70.0,0.03888888888888889,38.88888888888889
7470,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1088.0,2.0,2.0,48.0,0.04411764705882353,44.11764705882353
7473,Built-up  Area,Ready To Move,Thubarahalli,3 BHK,1540.0,3.0,3.0,90.0,0.05844155844155844,58.44155844155844
7478,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1180.0,2.0,1.0,41.3,0.034999999999999996,34.99999999999999
7479,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,1245.0,2.0,2.0,100.0,0.08032128514056225,80.32128514056225
7485,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1124.0,2.0,1.0,30.35,0.027001779359430607,27.001779359430607
7488,Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1019.0,2.0,1.0,58.0,0.05691854759568204,56.918547595682035
7489,Super built-up  Area,Ready To Move,Harlur,3 BHK,1756.0,3.0,2.0,128.0,0.07289293849658314,72.89293849658314
7497,Super built-up  Area,Ready To Move,Carmelaram,3 BHK,2515.0,4.0,3.0,155.0,0.061630218687872766,61.63021868787277
7498,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215.0,4.0,2.0,154.0,0.06952595936794582,69.52595936794583
7499,Super built-up  Area,Ready To Move,Basapura,3 BHK,1440.0,3.0,2.0,72.0,0.05,50.0
7500,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1186.0,2.0,2.0,55.33,0.04665261382799325,46.65261382799325
7502,Super built-up  Area,Ready To Move,Hebbal,3 BHK,1800.0,3.0,2.0,140.0,0.07777777777777778,77.77777777777779
7503,Built-up  Area,Ready To Move,Kudlu,3 BHK,1600.0,3.0,3.0,79.0,0.049375,49.375
7504,Built-up  Area,Ready To Move,GM Palaya,2 BHK,1000.0,2.0,1.0,35.0,0.035,35.0
7506,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,1305.0,2.0,1.0,59.0,0.045210727969348656,45.21072796934865
7509,Built-up  Area,Ready To Move,Benson Town,2 BHK,1567.0,3.0,0.0,140.0,0.08934269304403318,89.34269304403318
7510,Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082.0,2.0,1.0,45.5,0.04205175600739371,42.05175600739371
7513,Built-up  Area,Ready To Move,Begur,3 Bedroom,3500.0,4.0,2.0,185.0,0.05285714285714286,52.85714285714286
7514,Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,1220.0,2.0,2.0,52.0,0.04262295081967213,42.62295081967213
7521,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1170.0,2.0,2.0,120.0,0.10256410256410256,102.56410256410255
7522,Super built-up  Area,Ready To Move,Ankappa Layout,3 BHK,1670.0,3.0,2.0,75.0,0.04491017964071856,44.91017964071856
7523,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,2264.0,3.0,2.0,168.0,0.07420494699646643,74.20494699646643
7525,Super built-up  Area,Ready To Move,Begur,2 BHK,1100.0,2.0,2.0,55.0,0.05,50.0
7527,Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2.0,1.0,160.0,0.12121212121212122,121.21212121212122
7529,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1125.0,2.0,2.0,65.0,0.057777777777777775,57.77777777777778
7532,Built-up  Area,Ready To Move,BTM Layout,3 BHK,1300.0,2.0,1.0,75.0,0.057692307692307696,57.69230769230769
7533,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1600.0,3.0,2.0,83.0,0.051875,51.875
7536,Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,1130.0,2.0,2.0,36.0,0.03185840707964602,31.858407079646017
7538,Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,2200.0,3.0,3.0,220.0,0.1,100.0
7539,Built-up  Area,Ready To Move,Electronic City,3 BHK,1500.0,2.0,1.0,63.0,0.042,42.0
7541,Super built-up  Area,Ready To Move,Gottigere,3 BHK,1230.0,2.0,2.0,52.0,0.04227642276422764,42.27642276422764
7547,Super built-up  Area,Ready To Move,Domlur,1 BHK,780.0,1.0,1.0,70.0,0.08974358974358974,89.74358974358974
7548,Super built-up  Area,Ready To Move,Panathur,2 BHK,1140.0,2.0,1.0,51.2,0.04491228070175439,44.91228070175439
7550,Built-up  Area,Ready To Move,Nagavarapalya,1 BHK,646.0,1.0,0.0,25.84,0.04,40.0
7555,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1458.0,2.0,2.0,62.0,0.04252400548696845,42.52400548696845
7559,Built-up  Area,Ready To Move,Balagere,2 BHK,1007.0,2.0,1.0,67.0,0.06653426017874876,66.53426017874877
7560,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,1105.0,2.0,1.0,50.0,0.04524886877828054,45.24886877828054
7561,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1700.0,3.0,3.0,150.0,0.08823529411764706,88.23529411764706
7562,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,3.0,50.0,0.042735042735042736,42.73504273504273
7563,Built-up  Area,Ready To Move,Chandapura,2 BHK,1080.0,2.0,3.0,45.0,0.041666666666666664,41.666666666666664
7564,Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,1150.0,2.0,1.0,62.0,0.05391304347826087,53.91304347826087
7567,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1656.0,3.0,2.0,75.0,0.04528985507246377,45.289855072463766
7569,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1040.0,2.0,2.0,50.0,0.04807692307692308,48.07692307692308
7570,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1085.0,2.0,2.0,33.7,0.031059907834101386,31.059907834101388
7573,Plot  Area,Ready To Move,Hoodi,4 Bedroom,1100.0,4.0,1.0,120.0,0.10909090909090909,109.09090909090908
